data,id_loja,faturamento_bruto,descontos,num_tickets,horas_trabalhadas_equipe,custo_insumos,valor_desperdicio
2025-10-09,LJ10,3509.59,170.31,131,86.2,1045.16,74.83
2025-10-10,LJ01,8575.20,967.81,340,77.5,2415.63,217.34
2025-10-10,LJ02,6625.92,246.57,245,60.9,1730.20,73.86
2025-10-10,LJ03,5139.36,341.70,206,66.2,1457.09,86.93
2025-10-10,LJ04,7919.86,275.43,295,56.5,2202.71,83.62
2025-10-10,LJ05,2905.33,59.57,180,23.4,780.93,15.84
2025-10-10,LJ06,6206.93,294.03,216,99.9,1706.28,61.18
2025-10-10,LJ07,6575.06,247.27,247,47.5,1834.60,88.34
2025-10-10,LJ08,5558.60,274.47,238,56.4,1919.81,144.22
2025-10-10,LJ09,5401.47,248.31,206,82.7,1717.17,131.57
2025-10-10,LJ10,4053.46,173.81,144,93.7,1180.70,97.32
2025-10-11,LJ01,6034.49,761.93,228,68.1,1706.75,101.10
2025-10-11,LJ02,7356.13,299.93,260,61.3,2131.72,111.66
2025-10-11,LJ03,3848.80,231.73,155,63.8,1044.36,50.34
2025-10-11,LJ04,7705.19,332.81,292,54.7,2060.26,73.69
2025-10-11,LJ05,2269.74,45.98,137,18.3,603.62,12.94
2025-10-11,LJ06,5371.48,301.81,185,82.3,1499.10,59.13
2025-10-11,LJ07,7565.19,295.37,288,46.7,2232.62,87.37
2025-10-11,LJ08,4028.17,221.63,176,52.9,1537.75,124.65
2025-10-11,LJ09,3575.87,188.28,135,76.5,1014.95,70.15
2025-10-11,LJ10,2910.73,108.47,109,88.7,857.18,72.05
2025-10-12,LJ02,6181.05,310.90,212,60.0,1750.84,61.71
2025-10-12,LJ04,6445.37,228.86,253,49.5,1867.70,82.18
2025-10-12,LJ05,1191.12,23.44,69,16.2,293.12,5.96
2025-10-12,LJ06,2963.84,122.05,100,70.4,847.44,23.73
2025-10-12,LJ07,5239.49,201.84,204,40.0,1454.99,78.54
2025-10-12,LJ08,2388.61,164.03,108,43.8,838.13,57.32
2025-10-13,LJ01,8546.97,902.23,311,74.8,2739.34,295.43
2025-10-13,LJ02,5910.53,221.31,204,53.4,1664.42,60.96
2025-10-13,LJ03,5243.18,251.39,200,64.9,1554.42,67.93
2025-10-13,LJ04,5010.27,225.86,188,45.9,1460.60,61.87
2025-10-13,LJ05,3028.52,69.14,179,20.3,734.40,11.37
2025-10-13,LJ06,6539.53,362.63,224,94.7,1859.74,61.12
2025-10-13,LJ07,3953.00,113.67,151,40.8,1046.68,39.98
2025-10-13,LJ08,4594.84,238.46,205,51.1,1610.40,85.98
2025-10-13,LJ09,4663.79,273.34,189,85.4,1389.90,55.28
2025-10-13,LJ10,3151.97,133.01,118,87.2,917.26,105.38
2025-10-14,LJ01,6922.26,728.00,262,79.4,2089.54,204.88
2025-10-14,LJ02,5866.13,242.18,219,56.0,1525.61,73.86
2025-10-14,LJ03,4972.91,332.90,200,72.1,1387.45,93.47
2025-10-14,LJ04,4804.07,150.17,185,46.1,1306.47,65.30
2025-10-14,LJ05,2977.53,56.50,179,21.0,722.40,10.97
2025-10-14,LJ06,6332.06,306.13,214,93.2,1602.69,53.20
2025-10-14,LJ07,4356.63,125.28,177,42.1,1244.81,59.37
2025-10-14,LJ08,5103.83,262.65,222,54.3,1821.60,138.35
2025-10-14,LJ09,4320.90,191.02,169,82.3,1347.27,98.08
2025-10-14,LJ10,4045.60,148.31,146,94.8,1191.22,139.66
2025-10-15,LJ01,7450.79,1031.64,272,82.4,2219.37,259.67
2025-10-15,LJ02,5186.97,196.26,184,52.9,1426.50,51.31
2025-10-15,LJ03,4897.05,230.77,203,65.3,1375.43,76.83
2025-10-15,LJ04,6157.30,213.74,227,47.1,1706.29,72.25
2025-10-15,LJ05,3265.05,75.64,202,22.6,811.20,10.35
2025-10-15,LJ06,6078.46,330.18,208,97.0,1625.15,73.06
2025-10-15,LJ07,4625.34,154.86,180,38.9,1360.78,62.22
2025-10-15,LJ08,5412.48,375.42,239,52.5,2020.75,158.47
2025-10-15,LJ09,4845.17,213.93,185,75.8,1523.66,97.60
2025-10-15,LJ10,3783.52,179.68,138,84.2,1005.93,79.66
2025-10-16,LJ01,7933.24,1099.52,310,81.4,2333.53,254.96
2025-10-16,LJ02,5550.63,252.08,203,58.5,1463.66,78.65
2025-10-16,LJ03,5447.10,258.66,221,68.1,1563.20,91.58
2025-10-16,LJ04,5134.31,213.16,204,48.2,1404.04,80.19
2025-10-16,LJ05,3367.67,67.08,198,21.4,801.20,19.29
2025-10-16,LJ06,6302.80,324.90,214,101.6,1688.94,55.81
2025-10-16,LJ07,4416.43,147.96,169,43.5,1208.27,59.56
2025-10-16,LJ08,5182.45,362.41,233,54.7,1763.81,114.88
2025-10-16,LJ09,5240.70,233.41,209,86.4,1520.07,105.01
2025-10-16,LJ10,4014.87,138.86,155,88.1,1175.53,75.66
2025-10-17,LJ01,7364.41,967.38,274,78.9,2258.35,169.85
2025-10-17,LJ02,8592.59,288.05,301,62.1,2366.28,81.12
2025-10-17,LJ03,5173.79,290.46,209,66.8,1498.88,91.52
2025-10-17,LJ04,7728.62,318.59,289,57.0,2181.22,102.42
2025-10-17,LJ05,3562.99,78.52,217,23.4,885.34,15.66
2025-10-17,LJ06,6267.99,358.14,214,95.8,1765.82,69.63
2025-10-17,LJ07,6911.63,240.59,264,48.9,1988.36,83.64
2025-10-17,LJ08,4770.78,336.24,224,53.5,1634.95,82.29
2025-10-17,LJ09,4370.21,228.81,172,79.2,1257.13,78.10
2025-10-17,LJ10,3363.10,167.92,129,97.5,999.20,84.39
2025-10-18,LJ01,6464.42,804.59,254,74.4,1937.23,161.86
2025-10-18,LJ02,7390.79,349.99,257,61.9,2066.50,102.60
2025-10-18,LJ03,3331.17,187.46,133,67.8,949.60,55.55
2025-10-18,LJ04,8921.10,360.24,335,56.9,2438.60,141.27
2025-10-18,LJ05,2267.91,48.29,137,19.2,597.25,12.51
2025-10-18,LJ06,5260.96,280.65,188,91.8,1405.38,66.03
2025-10-18,LJ07,5898.27,173.53,230,48.4,1611.37,86.76
2025-10-18,LJ08,4192.88,275.17,195,52.6,1416.55,98.80
2025-10-18,LJ09,3168.58,157.86,128,68.9,1003.25,49.60
2025-10-18,LJ10,2829.33,137.71,102,79.5,855.95,84.18
2025-10-19,LJ01,3781.83,466.54,136,67.7,1156.19,84.35
2025-10-19,LJ02,6184.88,283.09,226,56.5,1774.86,57.55
2025-10-19,LJ03,2570.22,158.44,101,51.2,703.85,31.42
2025-10-19,LJ04,6810.09,225.20,253,53.2,1821.82,97.12
2025-10-19,LJ05,917.11,21.60,55,15.7,218.30,3.64
2025-10-19,LJ06,3357.96,149.14,111,72.7,934.26,35.85
2025-10-19,LJ07,5607.61,183.46,216,43.7,1546.96,84.33
2025-10-19,LJ08,2168.27,126.76,98,46.0,813.80,64.19
2025-10-19,LJ09,2483.77,146.45,95,64.6,774.64,30.62
2025-10-19,LJ10,1734.99,93.07,65,72.0,506.39,37.26
2025-10-20,LJ01,8309.54,786.88,312,80.5,2686.01,202.15
2025-10-20,LJ02,4998.46,220.29,189,58.2,1287.18,63.10
2025-10-20,LJ03,4552.28,252.00,174,62.4,1344.30,62.53
2025-10-20,LJ04,4820.06,144.08,185,49.3,1336.36,64.87
2025-10-20,LJ05,3455.97,79.44,198,21.3,934.63,21.22
2025-10-20,LJ06,6580.89,257.21,224,99.1,1780.99,56.68
2025-10-20,LJ07,4206.64,147.04,166,42.2,1255.66,72.30
2025-10-20,LJ08,4762.86,223.79,207,54.8,1878.15,131.87
2025-10-20,LJ09,4296.46,256.79,159,74.3,1262.05,58.11
2025-10-20,LJ10,3990.52,140.65,145,83.2,1227.93,98.65
2025-10-21,LJ01,7274.04,727.53,263,71.8,2251.83,157.51
2025-10-21,LJ02,5940.58,288.71,210,57.0,1737.32,69.57
2025-10-21,LJ03,5035.43,258.91,203,71.7,1513.43,95.99
2025-10-21,LJ04,5717.11,248.73,209,44.4,1693.84,88.62
2025-10-21,LJ05,3400.42,68.37,198,22.4,846.95,16.81
2025-10-21,LJ06,6448.83,344.88,215,96.0,1745.60,61.70
2025-10-21,LJ07,4727.46,170.28,188,42.5,1412.81,44.34
2025-10-21,LJ08,5042.13,230.77,218,59.5,1923.70,133.33
2025-10-21,LJ09,5084.15,308.38,198,80.0,1585.81,69.85
2025-10-21,LJ10,3500.25,178.78,132,92.4,1045.97,99.84
2025-10-22,LJ01,8126.16,773.44,313,83.3,2436.85,245.30
2025-10-22,LJ02,6429.16,278.64,221,59.4,1648.20,81.21
2025-10-22,LJ03,4165.35,252.00,170,67.4,1213.76,52.96
2025-10-22,LJ04,5919.30,230.77,234,51.5,1770.87,58.07
2025-10-22,LJ05,2947.96,53.10,180,22.1,769.43,10.12
2025-10-22,LJ06,6130.79,321.87,209,95.8,1549.28,47.66
2025-10-22,LJ07,4870.70,209.16,195,44.1,1323.32,63.62
2025-10-22,LJ08,4711.73,271.05,215,53.4,1683.14,92.99
2025-10-22,LJ09,5125.25,245.03,190,77.8,1502.73,115.44
2025-10-22,LJ10,4518.94,225.55,161,91.8,1249.02,156.14
2025-10-23,LJ01,7607.45,981.84,299,72.6,2194.88,228.12
2025-10-23,LJ02,6689.24,290.07,243,60.3,1813.36,53.44
2025-10-23,LJ03,5116.47,249.05,214,71.6,1413.66,57.15
2025-10-23,LJ04,5201.72,183.28,199,45.3,1443.77,51.87
2025-10-23,LJ05,3390.46,68.48,199,20.1,872.02,18.34
2025-10-23,LJ06,6574.92,314.38,239,90.3,1700.51,49.57
2025-10-23,LJ07,4471.51,191.18,177,42.6,1270.24,43.40
2025-10-23,LJ08,5643.25,335.45,264,54.9,2200.71,146.40
2025-10-23,LJ09,4948.57,303.42,191,81.6,1460.04,97.50
2025-10-23,LJ10,4191.86,216.80,153,91.3,1123.58,76.79
2025-10-24,LJ01,8006.51,796.56,303,76.0,2402.87,272.98
2025-10-24,LJ02,8044.97,379.89,281,62.5,2335.88,69.07
2025-10-24,LJ03,5407.67,298.10,220,66.2,1660.28,112.24
2025-10-24,LJ04,7868.33,332.31,289,52.4,2298.20,121.11
2025-10-24,LJ05,3771.20,80.23,220,22.1,987.90,24.27
2025-10-24,LJ06,6721.44,282.45,223,93.1,1728.42,52.60
2025-10-24,LJ07,6529.11,275.02,259,45.2,1826.08,98.59
2025-10-24,LJ08,5746.49,272.24,252,60.1,2153.46,89.15
2025-10-24,LJ09,5508.02,236.16,210,83.7,1579.55,110.43
2025-10-24,LJ10,3650.49,142.76,137,93.1,1056.45,107.71
2025-10-25,LJ01,6387.34,576.23,234,70.9,1876.70,150.16
2025-10-25,LJ02,7922.23,284.04,272,63.5,2167.90,119.96
2025-10-25,LJ03,3436.52,168.47,132,63.4,1044.46,36.90
2025-10-25,LJ04,8294.86,287.29,333,51.3,2303.62,135.79
2025-10-25,LJ05,1776.03,45.18,110,19.4,451.07,5.66
2025-10-25,LJ06,4553.60,233.79,162,92.6,1162.05,44.43
2025-10-25,LJ07,7264.37,282.09,288,44.1,2152.30,101.02
2025-10-25,LJ08,4341.63,273.59,203,50.5,1523.75,86.67
2025-10-25,LJ09,3682.67,227.43,143,73.9,1081.07,52.28
2025-10-25,LJ10,3131.68,159.47,113,84.5,888.18,58.08
2025-10-26,LJ01,3831.18,471.88,148,65.8,1073.63,90.45
2025-10-26,LJ02,6097.06,221.05,212,58.1,1772.79,90.59
2025-10-26,LJ03,2632.25,114.07,101,51.0,730.16,47.82
2025-10-26,LJ04,5324.93,212.60,205,50.3,1402.57,55.57
2025-10-26,LJ05,1153.63,29.23,67,15.9,275.42,3.75
2025-10-26,LJ06,2850.44,118.78,97,74.9,794.13,38.77
2025-10-26,LJ07,5884.73,178.01,222,43.2,1670.36,87.48
2025-10-26,LJ08,2276.77,159.86,101,46.9,848.67,51.07
2025-10-26,LJ09,2343.43,94.19,92,61.1,683.24,44.09
2025-10-26,LJ10,2006.35,99.84,75,72.6,583.53,72.60
2025-10-27,LJ01,8434.07,953.93,315,74.9,2345.98,167.10
2025-10-27,LJ02,4395.88,204.91,166,53.9,1288.44,58.12
2025-10-27,LJ03,4383.08,215.90,174,70.6,1266.55,57.21
2025-10-27,LJ04,5486.20,199.65,215,47.6,1575.84,74.59
2025-10-27,LJ05,2954.40,60.64,178,19.9,781.39,10.96
2025-10-27,LJ06,5563.82,300.42,193,98.5,1548.14,59.29
2025-10-27,LJ07,4978.94,202.13,188,41.3,1337.30,46.05
2025-10-27,LJ08,5276.75,271.15,225,53.9,1959.67,101.19
2025-10-27,LJ09,4537.70,190.28,172,73.6,1330.43,93.69
2025-10-27,LJ10,4388.74,160.11,158,84.3,1317.64,135.97
2025-10-28,LJ01,8430.68,809.15,309,73.9,2671.82,232.94
2025-10-28,LJ02,4583.27,151.37,173,55.6,1192.47,60.48
2025-10-28,LJ03,5116.91,227.32,199,71.6,1569.74,85.19
2025-10-28,LJ04,5352.21,167.67,207,50.4,1477.15,50.57
2025-10-28,LJ05,2877.95,50.20,168,22.4,755.79,16.76
2025-10-28,LJ06,6512.61,363.74,222,94.2,1807.02,64.75
2025-10-28,LJ07,3840.45,115.86,149,39.3,1087.75,59.79
2025-10-28,LJ08,5060.87,334.65,222,52.0,1805.86,80.42
2025-10-28,LJ09,4245.85,186.58,172,73.9,1232.13,84.75
2025-10-28,LJ10,3907.79,203.84,142,95.8,1033.31,64.33
2025-10-29,LJ01,8221.15,930.09,307,84.4,2547.20,260.96
2025-10-29,LJ02,5979.58,221.75,210,53.8,1590.98,81.23
2025-10-29,LJ03,4514.76,300.76,178,65.3,1377.30,86.27
2025-10-29,LJ04,6179.57,235.03,226,50.8,1674.17,80.80
2025-10-29,LJ05,3798.28,64.82,215,23.2,958.67,19.04
2025-10-29,LJ06,6816.32,340.52,234,89.2,1859.91,46.21
2025-10-29,LJ07,4660.13,173.45,185,43.1,1247.17,57.28
2025-10-29,LJ08,5738.31,303.04,244,54.6,2203.37,165.12
2025-10-29,LJ09,4605.49,184.42,187,77.6,1322.10,88.26
2025-10-29,LJ10,4233.92,193.84,152,87.5,1243.19,85.62
2025-10-30,LJ01,8011.49,921.63,317,83.5,2251.41,247.06
2025-10-30,LJ02,6435.00,320.53,221,56.9,1830.98,100.98
2025-10-30,LJ03,5046.89,231.52,199,73.3,1402.51,85.90
2025-10-30,LJ04,5302.80,173.62,213,48.7,1414.97,61.59
2025-10-30,LJ05,3300.09,57.29,198,20.2,874.07,20.04
2025-10-30,LJ06,7193.36,312.60,242,101.2,1857.27,70.91
2025-10-30,LJ07,4906.43,152.67,189,43.6,1433.49,69.91
2025-10-30,LJ08,5705.40,384.29,246,52.5,2095.05,120.65
2025-10-30,LJ09,4614.33,255.00,187,87.5,1385.23,87.85
2025-10-30,LJ10,3873.89,189.62,149,94.0,1076.89,67.49
2025-10-31,LJ01,8265.24,1127.41,298,79.7,2398.63,216.33
2025-10-31,LJ02,6453.74,322.79,240,65.9,1656.65,75.99
2025-10-31,LJ03,4926.01,225.20,194,68.2,1500.82,69.64
2025-10-31,LJ04,6296.72,198.56,246,53.4,1779.63,86.97
2025-10-31,LJ05,3720.07,93.09,211,20.9,984.80,13.19
2025-10-31,LJ06,7055.82,278.77,240,92.8,1875.68,80.46
2025-10-31,LJ07,6839.34,228.16,261,48.5,1987.31,83.38
2025-10-31,LJ08,5711.59,279.26,255,59.6,2231.72,136.69
2025-10-31,LJ09,4531.61,210.33,172,79.1,1305.00,56.06
2025-10-31,LJ10,3809.79,150.21,141,84.7,1108.35,128.76
2025-11-01,LJ01,6646.36,765.52,243,73.6,1855.13,176.08
2025-11-01,LJ02,9572.72,407.15,349,61.2,2811.99,94.48
2025-11-01,LJ03,3452.60,156.26,136,60.9,1062.01,43.03
2025-11-01,LJ04,8215.10,324.60,307,54.3,2291.72,108.79
2025-11-01,LJ05,2246.03,53.47,129,18.4,578.35,14.69
2025-11-01,LJ06,4805.74,257.28,169,86.2,1214.99,49.94
2025-11-01,LJ07,6144.92,250.50,242,49.6,1740.45,98.09
2025-11-01,LJ08,3989.13,225.12,172,51.6,1468.91,74.92
2025-11-01,LJ09,3607.12,150.23,141,75.6,1019.80,60.41
2025-11-01,LJ10,3277.26,116.69,125,88.7,1003.27,89.60
2025-11-02,LJ02,6324.49,257.02,232,60.8,1839.45,93.99
2025-11-02,LJ04,7029.26,229.06,256,47.4,2115.14,64.64
2025-11-02,LJ05,1030.21,25.54,61,16.6,257.79,4.94
2025-11-02,LJ06,3152.70,168.88,104,76.9,835.49,28.94
2025-11-02,LJ07,4835.35,142.42,194,42.9,1455.83,71.77
2025-11-02,LJ08,2165.31,121.93,96,42.9,757.96,36.42
2025-11-02,LJ09,1845.53,91.08,73,68.7,531.64,21.58
2025-11-03,LJ01,7028.64,632.43,267,79.4,2037.46,152.81
2025-11-03,LJ02,5561.39,215.94,205,52.6,1600.38,76.57
2025-11-03,LJ03,4449.66,218.65,169,67.5,1317.10,52.11
2025-11-03,LJ04,4769.65,204.19,185,43.5,1375.14,51.73
2025-11-03,LJ05,2636.14,44.10,162,22.5,669.87,11.48
2025-11-03,LJ06,5517.68,310.53,190,92.2,1530.90,66.55
2025-11-03,LJ07,4208.03,157.32,159,40.3,1151.42,49.26
2025-11-03,LJ08,4201.39,211.85,194,54.0,1649.94,102.39
2025-11-03,LJ09,3881.22,156.61,157,75.7,1222.42,87.08
2025-11-03,LJ10,3806.44,182.12,137,84.8,1040.78,97.74
2025-11-04,LJ01,7080.53,658.00,255,81.6,2172.03,131.97
2025-11-04,LJ02,6287.67,228.18,227,54.3,1677.51,76.45
2025-11-04,LJ03,4489.72,209.34,184,63.5,1391.40,64.17
2025-11-04,LJ04,5338.83,232.55,213,48.3,1574.48,75.75
2025-11-04,LJ05,2940.37,66.05,176,20.3,769.36,15.64
2025-11-04,LJ06,6178.75,263.84,218,98.7,1580.25,74.06
2025-11-04,LJ07,4507.83,184.22,178,38.1,1171.36,60.91
2025-11-04,LJ08,5341.68,362.01,233,53.5,2004.28,122.02
2025-11-04,LJ09,4397.48,220.48,172,77.5,1218.85,70.32
2025-11-04,LJ10,4518.83,217.02,160,86.9,1286.99,164.17
2025-11-05,LJ01,7260.25,826.66,283,78.9,2141.13,182.27
2025-11-05,LJ02,6549.08,251.46,241,59.9,1752.21,86.53
2025-11-05,LJ03,4198.64,272.33,168,63.1,1259.87,79.76
2025-11-05,LJ04,5202.26,156.96,201,50.3,1452.50,60.61
2025-11-05,LJ05,2793.80,50.31,169,19.8,666.05,10.57
2025-11-05,LJ06,6358.11,326.40,214,92.8,1818.51,62.43
2025-11-05,LJ07,4472.21,126.36,184,39.3,1251.36,52.63
2025-11-05,LJ08,5468.15,380.39,234,59.4,1924.69,154.47
2025-11-05,LJ09,4024.90,200.68,156,76.8,1136.20,87.30
2025-11-05,LJ10,4388.91,209.87,166,86.5,1315.56,163.88
2025-11-06,LJ01,9130.89,908.30,332,79.6,2857.66,251.40
2025-11-06,LJ02,6971.94,292.44,241,58.9,1992.86,57.27
2025-11-06,LJ03,4183.14,187.27,170,70.8,1182.74,66.00
2025-11-06,LJ04,6938.04,317.25,268,45.2,1981.27,89.72
2025-11-06,LJ05,3463.03,58.47,212,21.2,896.87,11.17
2025-11-06,LJ06,5789.44,275.20,199,92.7,1634.11,81.97
2025-11-06,LJ07,4871.18,167.52,196,44.4,1320.95,74.14
2025-11-06,LJ08,5111.99,260.74,224,53.4,1777.69,129.30
2025-11-06,LJ09,4993.48,220.95,187,82.7,1587.82,81.95
2025-11-06,LJ10,4400.14,197.47,162,97.9,1305.45,161.27
2025-11-07,LJ01,8010.17,878.80,309,85.0,2420.28,270.08
2025-11-07,LJ02,7313.88,321.82,263,61.2,1956.23,71.31
2025-11-07,LJ03,5449.68,347.14,218,73.0,1513.93,80.34
2025-11-07,LJ04,8057.65,291.19,298,56.3,2440.49,83.73
2025-11-07,LJ05,3048.26,57.32,183,21.3,755.11,11.04
2025-11-07,LJ06,5776.89,227.39,208,97.4,1472.18,48.32
2025-11-07,LJ07,6813.42,295.27,257,45.0,2025.39,61.05
2025-11-07,LJ08,5386.06,270.03,249,61.4,1855.48,80.85
2025-11-07,LJ09,4191.18,243.02,163,84.1,1195.12,88.21
2025-11-07,LJ10,4007.73,207.91,154,87.3,1109.19,109.97
2025-11-08,LJ01,5158.29,686.06,203,72.9,1418.40,152.25
2025-11-08,LJ02,8848.01,395.22,333,59.6,2318.51,68.63
2025-11-08,LJ03,3950.67,209.48,152,58.3,1182.16,81.24
2025-11-08,LJ04,8105.81,349.69,320,52.0,2344.94,141.36
2025-11-08,LJ05,2128.03,47.07,121,19.9,536.93,7.06
2025-11-08,LJ06,5393.35,290.66,186,80.8,1350.98,44.60
2025-11-08,LJ07,7500.64,239.61,285,49.0,2184.75,79.14
2025-11-08,LJ08,3831.96,184.04,165,48.9,1363.97,98.98
2025-11-08,LJ09,3532.14,204.60,139,78.7,1015.85,63.81
2025-11-08,LJ10,3250.40,161.44,123,87.6,890.52,63.99
2025-11-09,LJ01,3763.76,507.01,136,59.5,1100.66,109.83
2025-11-09,LJ02,5872.61,276.74,212,58.1,1526.19,42.56
2025-11-09,LJ03,2378.12,149.84,91,51.7,665.49,45.45
2025-11-09,LJ04,7676.83,324.69,280,47.9,2279.02,120.23
2025-11-09,LJ05,1211.46,27.29,70,16.5,300.05,3.77
2025-11-09,LJ06,3017.84,135.95,108,76.1,796.16,23.87
2025-11-09,LJ07,4901.55,145.66,199,40.3,1325.06,48.59
2025-11-09,LJ08,2366.74,117.95,105,47.4,890.60,62.80
2025-11-09,LJ09,2217.89,117.93,84,60.9,643.86,43.50
2025-11-09,LJ10,2181.31,91.24,81,68.6,624.51,69.69
2025-11-10,LJ01,8184.70,770.95,305,82.8,2507.25,226.55
2025-11-10,LJ02,5762.95,217.11,201,59.4,1571.82,46.26
2025-11-10,LJ03,4714.52,214.84,180,66.7,1406.07,82.62
2025-11-10,LJ04,5661.82,193.53,224,46.7,1506.76,89.57
2025-11-10,LJ05,2859.69,70.79,167,21.6,732.33,12.98
2025-11-10,LJ06,5470.78,221.04,187,85.0,1500.50,56.75
2025-11-10,LJ07,4464.57,187.70,175,40.0,1310.52,62.61
2025-11-10,LJ08,4838.50,228.24,222,56.2,1724.76,81.17
2025-11-10,LJ09,4630.90,246.97,178,75.1,1366.75,97.48
2025-11-10,LJ10,3846.93,152.72,148,86.5,1049.23,70.91
2025-11-11,LJ01,8196.11,936.64,305,78.3,2490.16,262.25
2025-11-11,LJ02,5015.87,242.79,188,58.3,1357.67,50.33
2025-11-11,LJ03,4314.75,234.79,171,72.3,1208.54,48.42
2025-11-11,LJ04,4882.57,200.65,195,48.8,1438.80,44.39
2025-11-11,LJ05,2965.02,69.36,168,21.7,697.79,12.03
2025-11-11,LJ06,6378.25,330.10,212,96.3,1704.27,65.77
2025-11-11,LJ07,4662.60,177.35,179,42.4,1302.85,62.69
2025-11-11,LJ08,5041.87,301.31,230,59.5,1871.49,138.25
2025-11-11,LJ09,4214.93,176.31,159,80.8,1268.23,56.35
2025-11-11,LJ10,4391.27,151.79,160,90.0,1262.81,117.89
2025-11-12,LJ01,8592.32,1167.48,328,76.8,2464.88,249.68
2025-11-12,LJ02,5439.88,266.43,197,60.8,1576.06,80.55
2025-11-12,LJ03,5209.17,254.71,201,66.7,1529.64,89.22
2025-11-12,LJ04,5986.47,185.79,224,49.1,1755.99,52.90
2025-11-12,LJ05,2798.78,59.05,165,20.3,754.55,14.68
2025-11-12,LJ06,5438.90,226.86,189,90.8,1537.02,51.49
2025-11-12,LJ07,5498.97,155.58,212,40.4,1601.16,87.84
2025-11-12,LJ08,5843.33,388.39,253,52.5,2168.41,90.82
2025-11-12,LJ09,4150.41,176.13,167,81.4,1323.41,95.36
2025-11-12,LJ10,4492.48,157.86,170,90.6,1304.82,158.13
2025-11-13,LJ01,8909.08,975.53,330,0.0,2684.10,162.10
2025-11-13,LJ02,5823.77,255.47,205,57.3,1601.07,51.66
2025-11-13,LJ03,4687.27,294.91,189,67.2,1426.25,78.37
2025-11-13,LJ04,5442.77,226.30,214,49.3,1551.88,76.73
2025-11-13,LJ05,3763.08,68.69,218,22.1,923.05,19.02
2025-11-13,LJ06,6549.45,281.84,227,88.5,1717.52,51.79
2025-11-13,LJ07,5017.95,195.28,205,44.4,1469.35,60.94
2025-11-13,LJ08,6035.59,311.53,264,59.4,2212.85,101.56
2025-11-13,LJ09,4961.40,211.44,184,86.4,1576.96,89.80
2025-11-13,LJ10,4055.02,183.38,147,89.1,1177.06,96.62
2025-11-14,LJ01,9602.32,1113.50,346,75.5,2729.56,182.56
2025-11-14,LJ02,7246.34,295.55,259,60.7,1932.62,58.57
2025-11-14,LJ03,5104.86,267.45,208,72.7,1543.70,56.31
2025-11-14,LJ04,8717.09,310.68,328,49.7,2479.56,128.84
2025-11-14,LJ05,3164.63,67.46,189,23.2,812.76,16.79
2025-11-14,LJ06,7120.56,327.37,249,99.0,2039.19,56.89
2025-11-14,LJ07,7219.76,270.08,276,41.8,2007.22,65.01
2025-11-14,LJ08,5265.69,314.56,238,55.1,1796.17,121.14
2025-11-14,LJ09,4621.45,219.04,171,88.5,1284.65,78.02
2025-11-14,LJ10,4247.91,193.18,153,90.4,1255.58,97.03
2025-11-15,LJ02,7839.62,368.97,272,64.5,2234.41,91.82
2025-11-15,LJ04,7952.34,313.64,314,52.7,2153.84,107.15
2025-11-15,LJ05,2261.73,50.03,140,18.1,585.84,11.59
2025-11-15,LJ07,6856.73,259.42,284,48.5,2039.10,82.65
2025-11-16,LJ01,3976.56,508.56,145,60.8,1231.77,116.08
2025-11-16,LJ02,5645.23,268.08,211,54.6,1456.20,43.77
2025-11-16,LJ03,2439.11,132.30,98,53.2,688.88,25.07
2025-11-16,LJ04,5977.65,243.44,225,52.4,1629.14,48.96
2025-11-16,LJ05,1008.21,16.84,59,16.9,271.86,5.91
2025-11-16,LJ06,2923.32,134.96,105,80.8,807.95,30.16
2025-11-16,LJ07,4772.92,208.40,194,39.9,1245.83,42.65
2025-11-16,LJ08,2575.51,141.44,110,47.4,896.19,67.09
2025-11-16,LJ09,2205.67,95.32,87,66.9,691.08,43.43
2025-11-16,LJ10,1770.87,85.78,64,69.1,506.12,49.24
2025-11-17,LJ01,8328.85,748.11,312,74.1,2434.67,287.06
2025-11-17,LJ02,5849.13,259.78,211,57.5,1667.86,81.85
2025-11-17,LJ03,4160.48,256.33,167,67.6,1166.67,70.91
2025-11-17,LJ04,5682.53,200.42,207,50.2,1672.92,57.52
2025-11-17,LJ05,3304.52,71.46,193,21.7,870.12,20.67
2025-11-17,LJ06,5250.25,267.32,186,95.5,1415.21,46.00
2025-11-17,LJ07,4303.02,144.08,177,42.7,1133.72,48.10
2025-11-17,LJ08,4984.57,259.94,216,54.8,1844.49,114.54
2025-11-17,LJ09,3718.33,162.92,149,79.5,1115.18,73.52
2025-11-17,LJ10,4396.40,191.32,160,93.4,1341.41,83.93
2025-11-18,LJ01,6904.97,837.51,271,76.0,2119.29,214.00
2025-11-18,LJ02,5396.50,223.15,200,56.1,1574.72,65.39
2025-11-18,LJ03,3992.42,188.75,165,66.2,1192.43,52.96
2025-11-18,LJ04,5292.99,197.45,193,48.3,1453.90,78.58
2025-11-18,LJ05,3022.09,60.72,177,20.6,814.79,14.09
2025-11-18,LJ06,6458.78,282.63,215,94.8,1734.73,58.77
2025-11-18,LJ07,4103.16,159.79,167,41.7,1102.95,50.65
2025-11-18,LJ08,5561.33,291.79,248,54.3,1955.60,134.10
2025-11-18,LJ09,4196.78,224.38,165,78.3,1228.13,84.22
2025-11-18,LJ10,4324.00,227.64,160,85.1,1224.27,105.44
2025-11-19,LJ01,7512.19,887.19,282,76.7,2269.74,261.51
