id_loja,competencia,categoria,produto,quantidade_vendida,preco_medio,custo_unitario
LJ03,2026-05,doces,Torta de limão (fatia),224,"R$ 16,75",7.12
LJ03,2026-05,Varejo,Café em grãos 250g,151,"R$ 42,10",27.62
LJ03,2026-05,graos e varejo,Café em grãos 500g,94,"R$ 72,68",
LJ03,2026-05,graos e varejo,Cápsulas 10 un.,114,"R$ 37,16",27.98
LJ03,2026-05,graos e varejo,Caneca Turmalina,53,"R$ 60,60",39.79
LJ03,2026-06,Cafés,Espresso,1072,"R$ 8,34",1.68
LJ03,2026-06,CAFÉ,Coado 300ml,1010,"R$ 10,98",2.39
LJ03,2026-06,CAFÉ,Cappuccino,947,"R$ 15,31",3.63
LJ03,2026-06,Café,Latte,823,"R$ 16,00",3.64
LJ03,2026-06,Café,Mocha,505,"R$ 18,81",4.90
LJ03,2026-06,Geladas,Cold brew 400ml,561,"R$ 17,34",5.22
LJ03,2026-06,bebidas geladas,Frappé Turmalina,397,"R$ 20,71",7.66
LJ03,2026-06,Geladas,Chá gelado da casa,308,"R$ 13,29",4.31
LJ03,2026-06,bebidas geladas,Limonada suíça,273,"R$ 13,87",4.52
LJ03,2026-06,salgados,Pão de queijo (2 un.),1117,"R$ 12,13",6.28
LJ03,2026-06,SALGADOS,Croissant de queijo,573,"R$ 18,39",9.70
LJ03,2026-06,Salgados,Sanduíche de frango,421,"R$ 26,31",14.93
LJ03,2026-06,salgados,Empada de palmito,375,"R$ 15,13",7.78
LJ03,2026-06,Doces,Brownie,465,"R$ 14,13",5.92
LJ03,2026-06,doces,Cookie de castanha,449,"R$ 10,82",4.51
LJ03,2026-06,Doces,Bolo de cenoura (fatia),279,"R$ 13,55",5.36
LJ03,2026-06,doces,Torta de limão (fatia),233,"R$ 16,72",7.33
LJ03,2026-06,Grãos e varejo,Café em grãos 250g,137,"R$ 42,85",26.41
LJ03,2026-06,Varejo,Café em grãos 500g,86,"R$ 75,22",50.13
LJ03,2026-06,Grãos e varejo,Cápsulas 10 un.,108,"R$ 37,87",26.38
LJ03,2026-06,graos e varejo,Caneca Turmalina,52,"R$ 59,75",
LJ04,2026-01,CAFÉ,Espresso,1512,"R$ 8,52",1.76
LJ04,2026-01,Cafés,Coado 300ml,1240,"R$ 11,24",2.21
LJ04,2026-01,CAFÉ,Cappuccino,1379,"R$ 15,06",3.57
LJ04,2026-01,Café,Latte,1081,"R$ 16,35",3.67
LJ04,2026-01,cafe,Mocha,610,"R$ 18,35",4.66
LJ04,2026-01,Geladas,Cold brew 400ml,855,"R$ 17,26",4.91
LJ04,2026-01,bebidas geladas,Frappé Turmalina,732,"R$ 21,42",7.59
LJ04,2026-01,bebidas geladas,Chá gelado da casa,477,"R$ 13,32",4.20
LJ04,2026-01,Bebidas geladas,Limonada suíça,402,"R$ 13,72",4.79
LJ04,2026-01,Salgados,Pão de queijo (2 un.),1453,"R$ 11,85",6.33
LJ04,2026-01,Salgados,Croissant de queijo,791,"R$ 17,66",9.28
LJ04,2026-01,salgados,Sanduíche de frango,579,"R$ 27,15",14.96
LJ04,2026-01,Salgados,Empada de palmito,551,"R$ 15,11",8.19
LJ04,2026-01,Doces,Brownie,661,"R$ 13,64",5.92
LJ04,2026-01,doces,Cookie de castanha,626,"R$ 11,30",4.87
LJ04,2026-01,Doces,Bolo de cenoura (fatia),399,"R$ 13,33",5.73
LJ04,2026-01,doces,Torta de limão (fatia),314,"R$ 17,47",7.05
LJ04,2026-01,Grãos e varejo,Café em grãos 250g,145,"R$ 42,04",27.75
LJ04,2026-01,Grãos e varejo,Café em grãos 500g,92,"R$ 72,92",47.36
LJ04,2026-01,Grãos e varejo,Cápsulas 10 un.,117,"R$ 38,56",26.81
LJ04,2026-01,Grãos e varejo,Caneca Turmalina,49,"R$ 58,33",37.89
LJ04,2026-02,CAFÉ,Espresso,1255,"R$ 8,51",1.71
LJ04,2026-02,Café,Coado 300ml,955,"R$ 10,92",2.28
LJ04,2026-02,CAFÉ,Cappuccino,1065,"R$ 15,51",3.66
LJ04,2026-02,Café,Latte,871,"R$ 16,26",3.80
LJ04,2026-02,cafe,Mocha,564,"R$ 18,54",4.99
LJ04,2026-02,bebidas geladas,Cold brew 400ml,769,"R$ 16,92",4.86
LJ04,2026-02,bebidas geladas,Frappé Turmalina,619,"R$ 21,17",7.63
LJ04,2026-02,Bebidas geladas,Chá gelado da casa,438,"R$ 13,38",4.06
LJ04,2026-02,Bebidas geladas,Limonada suíça,362,"R$ 14,02",4.73
LJ04,2026-02,salgados,Pão de queijo (2 un.),1467,"R$ 12,33",6.20
LJ04,2026-02,SALGADOS,Croissant de queijo,631,"R$ 18,46",9.68
LJ04,2026-02,Salgados,Sanduíche de frango,559,"R$ 26,48",15.98
LJ04,2026-02,SALGADOS,Empada de palmito,461,"R$ 15,08",8.48
LJ04,2026-02,Doces,Brownie,603,"R$ 14,41",6.38
LJ04,2026-02,Doces,Cookie de castanha,471,"R$ 11,33",4.72
LJ04,2026-02,Doces,Bolo de cenoura (fatia),348,"R$ 13,30",5.69
LJ04,2026-02,Doces,Torta de limão (fatia),300,"R$ 16,51",7.46
LJ04,2026-02,Grãos e varejo,Café em grãos 250g,138,"R$ 43,05",
LJ04,2026-02,Grãos e varejo,Café em grãos 500g,76,"R$ 72,27",51.04
LJ04,2026-02,graos e varejo,Cápsulas 10 un.,95,"R$ 37,81",27.45
LJ04,2026-02,Varejo,Caneca Turmalina,43,"R$ 57,75",
LJ04,2026-03,Café,Espresso,1470,"R$ 8,42",1.74
LJ04,2026-03,CAFÉ,Coado 300ml,1098,"R$ 11,17",2.26
LJ04,2026-03,Café,Cappuccino,1295,"R$ 15,35",3.49
LJ04,2026-03,cafe,Latte,1148,"R$ 16,33",3.89
LJ04,2026-03,Café,Mocha,583,"R$ 18,03",4.69
LJ04,2026-03,Geladas,Cold brew 400ml,824,"R$ 16,79",5.20
LJ04,2026-03,bebidas geladas,Frappé Turmalina,731,"R$ 20,73",7.96
LJ04,2026-03,Bebidas geladas,Chá gelado da casa,509,"R$ 13,21",4.05
LJ04,2026-03,Bebidas geladas,Limonada suíça,422,"R$ 13,98",4.50
LJ04,2026-03,Salgados,Pão de queijo (2 un.),1512,"R$ 12,08",6.35
LJ04,2026-03,SALGADOS,Croissant de queijo,841,"R$ 18,53",9.99
LJ04,2026-03,salgados,Sanduíche de frango,630,"R$ 27,44",14.82
LJ04,2026-03,salgados,Empada de palmito,486,"R$ 14,56",8.35
LJ04,2026-03,Doces,Brownie,685,"R$ 14,15",6.22
LJ04,2026-03,Doces,Cookie de castanha,520,"R$ 11,29",4.76
LJ04,2026-03,Doces,Bolo de cenoura (fatia),436,"R$ 13,70",5.41
LJ04,2026-03,Doces,Torta de limão (fatia),334,"R$ 16,88",7.54
LJ04,2026-03,Grãos e varejo,Café em grãos 250g,158,"R$ 42,97",26.54
LJ04,2026-03,graos e varejo,Café em grãos 500g,88,"R$ 73,67",49.92
LJ04,2026-03,Grãos e varejo,Cápsulas 10 un.,119,"R$ 37,37",
LJ04,2026-03,graos e varejo,Caneca Turmalina,51,"R$ 59,98",36.86
LJ04,2026-04,Cafés,Espresso,1278,"R$ 8,47",1.66
LJ04,2026-04,CAFÉ,Coado 300ml,1307,"R$ 10,85",2.24
LJ04,2026-04,Cafés,Cappuccino,1373,"R$ 15,20",3.62
LJ04,2026-04,CAFÉ,Latte,1017,"R$ 15,56",3.66
LJ04,2026-04,Café,Mocha,653,"R$ 18,91",4.88
LJ04,2026-04,Bebidas geladas,Cold brew 400ml,907,"R$ 17,17",5.03
LJ04,2026-04,bebidas geladas,Frappé Turmalina,706,"R$ 21,01",7.44
LJ04,2026-04,Bebidas geladas,Chá gelado da casa,508,"R$ 13,10",4.37
LJ04,2026-04,Bebidas geladas,Limonada suíça,439,"R$ 14,13",4.44
LJ04,2026-04,salgados,Pão de queijo (2 un.),1456,"R$ 12,33",6.04
LJ04,2026-04,SALGADOS,Croissant de queijo,870,"R$ 18,46",9.66
LJ04,2026-04,Salgados,Sanduíche de frango,548,"R$ 26,24",15.70
LJ04,2026-04,salgados,Empada de palmito,515,"R$ 14,98",7.90
LJ04,2026-04,Doces,Brownie,597,"R$ 13,97",6.19
LJ04,2026-04,doces,Cookie de castanha,554,"R$ 10,94",4.75
LJ04,2026-04,doces,Bolo de cenoura (fatia),407,"R$ 13,35",5.82
LJ04,2026-04,Doces,Torta de limão (fatia),333,"R$ 16,97",7.48
LJ04,2026-04,graos e varejo,Café em grãos 250g,148,"R$ 42,22",
LJ04,2026-04,graos e varejo,Café em grãos 500g,103,"R$ 73,57",48.54
LJ04,2026-04,Varejo,Cápsulas 10 un.,113,"R$ 37,89",27.66
LJ04,2026-04,graos e varejo,Caneca Turmalina,49,"R$ 59,65",
LJ04,2026-05,Café,Espresso,1484,"R$ 8,65",1.71
LJ04,2026-05,cafe,Coado 300ml,1299,"R$ 11,17",2.19
LJ04,2026-05,Café,Cappuccino,1354,"R$ 15,16",3.43
LJ04,2026-05,Cafés,Latte,1178,"R$ 16,41",3.78
LJ04,2026-05,cafe,Mocha,671,"R$ 18,37",5.10
LJ04,2026-05,Geladas,Cold brew 400ml,939,"R$ 16,85",5.15
LJ04,2026-05,Bebidas geladas,Frappé Turmalina,835,"R$ 21,62",7.23
LJ04,2026-05,Bebidas geladas,Chá gelado da casa,591,"R$ 12,66",4.02
LJ04,2026-05,bebidas geladas,Limonada suíça,480,"R$ 14,20",4.40
LJ04,2026-05,Salgados,Pão de queijo (2 un.),1830,"R$ 11,94",6.48
LJ04,2026-05,salgados,Croissant de queijo,932,"R$ 17,71",9.30
LJ04,2026-05,SALGADOS,Sanduíche de frango,618,"R$ 27,54",15.39
LJ04,2026-05,SALGADOS,Empada de palmito,584,"R$ 15,10",7.74
LJ04,2026-05,doces,Brownie,713,"R$ 13,90",5.87
LJ04,2026-05,Doces,Cookie de castanha,716,"R$ 11,04",4.77
LJ04,2026-05,Doces,Bolo de cenoura (fatia),483,"R$ 13,90",5.86
LJ04,2026-05,doces,Torta de limão (fatia),374,"R$ 16,91",7.27
LJ04,2026-05,Grãos e varejo,Café em grãos 250g,155,"R$ 41,51",26.71
LJ04,2026-05,graos e varejo,Café em grãos 500g,108,"R$ 75,95",48.92
LJ04,2026-05,Grãos e varejo,Cápsulas 10 un.,126,"R$ 37,99",
LJ04,2026-05,Grãos e varejo,Caneca Turmalina,62,"R$ 57,51",37.93
LJ04,2026-06,Café,Espresso,1463,"R$ 8,25",1.78
LJ04,2026-06,CAFÉ,Coado 300ml,1220,"R$ 11,15",2.37
LJ04,2026-06,CAFÉ,Cappuccino,1350,"R$ 15,93",3.58
LJ04,2026-06,Cafés,Latte,1144,"R$ 15,93",3.93
LJ04,2026-06,Cafés,Mocha,666,"R$ 18,29",4.73
LJ04,2026-06,Geladas,Cold brew 400ml,944,"R$ 17,40",5.26
LJ04,2026-06,Geladas,Frappé Turmalina,737,"R$ 20,69",7.41
LJ04,2026-06,Geladas,Chá gelado da casa,585,"R$ 13,15",4.38
LJ04,2026-06,Geladas,Limonada suíça,486,"R$ 14,05",4.75
LJ04,2026-06,SALGADOS,Pão de queijo (2 un.),1874,"R$ 12,28",6.13
LJ04,2026-06,SALGADOS,Croissant de queijo,841,"R$ 18,28",9.97
LJ04,2026-06,Salgados,Sanduíche de frango,610,"R$ 26,44",15.69
LJ04,2026-06,Salgados,Empada de palmito,561,"R$ 15,06",7.95
LJ04,2026-06,Doces,Brownie,656,"R$ 13,69",6.10
LJ04,2026-06,doces,Cookie de castanha,618,"R$ 10,97",4.87
LJ04,2026-06,Doces,Bolo de cenoura (fatia),419,"R$ 13,54",5.33
LJ04,2026-06,Doces,Torta de limão (fatia),389,"R$ 16,65",7.50
LJ04,2026-06,Varejo,Café em grãos 250g,148,"R$ 42,03",28.58
LJ04,2026-06,Varejo,Café em grãos 500g,96,"R$ 74,50",49.28
LJ04,2026-06,Varejo,Cápsulas 10 un.,130,"R$ 38,95",27.74
LJ04,2026-06,graos e varejo,Caneca Turmalina,52,"R$ 58,08",37.60
lj05,2026-01,Cafés,Espresso,1490,"R$ 8,65",1.75
LJ05,2026-01,Cafés,Coado 300ml,1098,"R$ 11,06",2.36
lj05,2026-01,cafe,Cappuccino,1295,"R$ 15,89",3.56
LJ05,2026-01,Café,Latte,1051,"R$ 16,22",3.71
lj05,2026-01,Cafés,Mocha,623,"R$ 18,94",5.13
LJ05,2026-01,Geladas,Cold brew 400ml,502,"R$ 16,93",5.28
lj05,2026-01,Bebidas geladas,Frappé Turmalina,344,"R$ 21,49",7.70
lj05,2026-01,Geladas,Chá gelado da casa,276,"R$ 12,76",4.22
lj05,2026-01,Geladas,Limonada suíça,234,"R$ 14,28",4.63
lj05,2026-01,salgados,Pão de queijo (2 un.),768,"R$ 11,73",6.19
lj05,2026-01,SALGADOS,Croissant de queijo,389,"R$ 18,00",9.88
lj05,2026-01,salgados,Sanduíche de frango,305,"R$ 27,06",14.92
lj05,2026-01,SALGADOS,Empada de palmito,262,"R$ 15,15",7.97
lj05,2026-01,doces,Brownie,251,"R$ 14,32",6.11
lj05,2026-01,doces,Cookie de castanha,194,"R$ 11,00",4.52
LJ05,2026-01,doces,Bolo de cenoura (fatia),140,"R$ 13,65",5.67
lj05,2026-01,doces,Torta de limão (fatia),109,"R$ 16,74",7.58
LJ05,2026-01,Grãos e varejo,Café em grãos 250g,27,"R$ 41,20",
LJ05,2026-01,Varejo,Café em grãos 500g,18,"R$ 72,48",48.02
lj05,2026-01,Varejo,Cápsulas 10 un.,19,"R$ 39,11",27.02
LJ05,2026-01,graos e varejo,Caneca Turmalina,9,"R$ 58,64",36.17
lj05,2026-02,Café,Espresso,1203,"R$ 8,62",1.74
lj05,2026-02,CAFÉ,Coado 300ml,1012,"R$ 11,22",2.27
lj05,2026-02,Café,Cappuccino,1286,"R$ 15,30",3.76
lj05,2026-02,Cafés,Latte,1111,"R$ 16,25",3.99
lj05,2026-02,Café,Mocha,607,"R$ 18,50",4.99
lj05,2026-02,Bebidas geladas,Cold brew 400ml,456,"R$ 17,33",5.22
lj05,2026-02,Bebidas geladas,Frappé Turmalina,345,"R$ 21,04",7.31
LJ05,2026-02,Geladas,Chá gelado da casa,267,"R$ 12,92",4.24
LJ05,2026-02,bebidas geladas,Limonada suíça,205,"R$ 14,05",4.82
lj05,2026-02,SALGADOS,Pão de queijo (2 un.),710,"R$ 11,78",6.41
LJ05,2026-02,SALGADOS,Croissant de queijo,321,"R$ 18,34",9.74
LJ05,2026-02,salgados,Sanduíche de frango,245,"R$ 27,74",15.88
LJ05,2026-02,salgados,Empada de palmito,206,"R$ 14,92",7.74
lj05,2026-02,Doces,Brownie,221,"R$ 14,02",6.37
LJ05,2026-02,doces,Cookie de castanha,201,"R$ 10,72",4.49
LJ05,2026-02,Doces,Bolo de cenoura (fatia),150,"R$ 13,35",5.82
LJ05,2026-02,doces,Torta de limão (fatia),101,"R$ 17,32",7.42
LJ05,2026-02,Grãos e varejo,Café em grãos 250g,24,"R$ 41,90",28.17
LJ05,2026-02,Varejo,Café em grãos 500g,15,"R$ 71,88",48.49
LJ05,2026-02,Varejo,Cápsulas 10 un.,21,"R$ 38,76",27.77
LJ05,2026-02,graos e varejo,Caneca Turmalina,8,"R$ 60,45",36.36
lj05,2026-03,Cafés,Espresso,1670,"R$ 8,33",1.62
LJ05,2026-03,Cafés,Coado 300ml,1356,"R$ 10,85",2.22
lj05,2026-03,Cafés,Cappuccino,1477,"R$ 15,50",3.64
lj05,2026-03,Café,Latte,1205,"R$ 15,54",3.98
lj05,2026-03,Café,Mocha,694,"R$ 17,97",4.71
LJ05,2026-03,Bebidas geladas,Cold brew 400ml,554,"R$ 17,18",5.33
lj05,2026-03,bebidas geladas,Frappé Turmalina,442,"R$ 20,40",7.38
lj05,2026-03,Bebidas geladas,Chá gelado da casa,290,"R$ 13,32",4.17
lj05,2026-03,bebidas geladas,Limonada suíça,238,"R$ 14,19",4.42
lj05,2026-03,Salgados,Pão de queijo (2 un.),815,"R$ 11,71",5.94
lj05,2026-03,Salgados,Croissant de queijo,426,"R$ 17,79",9.84
lj05,2026-03,SALGADOS,Sanduíche de frango,320,"R$ 26,26",15.65
LJ05,2026-03,Salgados,Empada de palmito,244,"R$ 14,74",8.19
lj05,2026-03,Doces,Brownie,257,"R$ 13,64",6.19
lj05,2026-03,Doces,Cookie de castanha,221,"R$ 10,68",4.80
lj05,2026-03,Doces,Bolo de cenoura (fatia),160,"R$ 13,31",5.34
lj05,2026-03,Doces,Torta de limão (fatia),125,"R$ 16,82",7.45
LJ05,2026-03,graos e varejo,Café em grãos 250g,29,"R$ 42,17",28.39
lj05,2026-03,Varejo,Café em grãos 500g,17,"R$ 74,91",50.80
LJ05,2026-03,Varejo,Cápsulas 10 un.,23,"R$ 37,56",26.94
lj05,2026-03,Varejo,Caneca Turmalina,11,"R$ 58,52",39.42
LJ05,2026-04,Café,Espresso,1609,"R$ 8,73",1.67
LJ05,2026-04,Café,Coado 300ml,1302,"R$ 10,75",2.28
LJ05,2026-04,CAFÉ,Cappuccino,1290,"R$ 15,40",3.64
lj05,2026-04,Café,Latte,1212,"R$ 15,81",3.98
lj05,2026-04,cafe,Mocha,680,"R$ 18,89",5.08
lj05,2026-04,bebidas geladas,Cold brew 400ml,523,"R$ 16,96",4.86
LJ05,2026-04,Geladas,Frappé Turmalina,395,"R$ 20,52",7.84
LJ05,2026-04,Bebidas geladas,Chá gelado da casa,282,"R$ 12,91",4.22
lj05,2026-04,bebidas geladas,Limonada suíça,247,"R$ 14,14",4.76
lj05,2026-04,Salgados,Pão de queijo (2 un.),762,"R$ 11,73",6.20
lj05,2026-04,Salgados,Croissant de queijo,369,"R$ 18,54",9.43
LJ05,2026-04,SALGADOS,Sanduíche de frango,328,"R$ 26,97",15.34
LJ05,2026-04,salgados,Empada de palmito,262,"R$ 14,61",8.21
LJ05,2026-04,doces,Brownie,265,"R$ 14,37",6.04
lj05,2026-04,Doces,Cookie de castanha,207,"R$ 10,73",4.81
LJ05,2026-04,Doces,Bolo de cenoura (fatia),167,"R$ 13,58",5.68
LJ05,2026-04,doces,Torta de limão (fatia),114,"R$ 17,26",7.69
lj05,2026-04,Grãos e varejo,Café em grãos 250g,29,"R$ 41,01",
LJ05,2026-04,Grãos e varejo,Café em grãos 500g,20,"R$ 74,37",50.85
lj05,2026-04,Varejo,Cápsulas 10 un.,21,"R$ 38,22",26.57
LJ05,2026-04,graos e varejo,Caneca Turmalina,10,"R$ 60,59",39.82
LJ05,2026-05,CAFÉ,Espresso,1522,"R$ 8,30",1.74
lj05,2026-05,Café,Coado 300ml,1227,"R$ 10,86",2.36
lj05,2026-05,cafe,Cappuccino,1415,"R$ 15,37",3.74
lj05,2026-05,cafe,Latte,1268,"R$ 15,53",3.97
LJ05,2026-05,Cafés,Mocha,748,"R$ 18,62",4.97
LJ05,2026-05,bebidas geladas,Cold brew 400ml,514,"R$ 16,84",4.90
LJ05,2026-05,Bebidas geladas,Frappé Turmalina,427,"R$ 20,96",7.39
LJ05,2026-05,bebidas geladas,Chá gelado da casa,284,"R$ 12,89",4.11
LJ05,2026-05,Bebidas geladas,Limonada suíça,268,"R$ 13,64",4.69
lj05,2026-05,Salgados,Pão de queijo (2 un.),778,"R$ 12,28",6.35
LJ05,2026-05,Salgados,Croissant de queijo,442,"R$ 17,73",9.93
lj05,2026-05,Salgados,Sanduíche de frango,338,"R$ 27,59",16.17
lj05,2026-05,salgados,Empada de palmito,254,"R$ 14,61",7.84
lj05,2026-05,Doces,Brownie,242,"R$ 13,86",6.10
lj05,2026-05,Doces,Cookie de castanha,227,"R$ 10,88",4.84
LJ05,2026-05,Doces,Bolo de cenoura (fatia),155,"R$ 13,24",5.88
lj05,2026-05,Doces,Torta de limão (fatia),121,"R$ 17,22",7.47
lj05,2026-05,graos e varejo,Café em grãos 250g,30,"R$ 41,02",
lj05,2026-05,Grãos e varejo,Café em grãos 500g,18,"R$ 75,30",
LJ05,2026-05,Varejo,Cápsulas 10 un.,22,"R$ 36,90",26.09
lj05,2026-05,Grãos e varejo,Caneca Turmalina,12,"R$ 57,43",39.16
lj05,2026-06,CAFÉ,Espresso,1508,"R$ 8,69",1.67
LJ05,2026-06,cafe,Coado 300ml,1413,"R$ 10,72",2.24
LJ05,2026-06,cafe,Cappuccino,1402,"R$ 15,58",3.55
LJ05,2026-06,Café,Latte,1368,"R$ 15,94",3.90
lj05,2026-06,cafe,Mocha,649,"R$ 18,03",5.06
LJ05,2026-06,Bebidas geladas,Cold brew 400ml,543,"R$ 17,35",5.08
LJ05,2026-06,Geladas,Frappé Turmalina,457,"R$ 20,57",7.41
LJ05,2026-06,Bebidas geladas,Chá gelado da casa,333,"R$ 13,32",4.07
LJ05,2026-06,bebidas geladas,Limonada suíça,244,"R$ 14,38",4.77
LJ05,2026-06,SALGADOS,Pão de queijo (2 un.),876,"R$ 12,25",6.04
lj05,2026-06,SALGADOS,Croissant de queijo,397,"R$ 17,54",9.85
LJ05,2026-06,Salgados,Sanduíche de frango,351,"R$ 26,45",15.72
lj05,2026-06,SALGADOS,Empada de palmito,296,"R$ 15,25",8.29
lj05,2026-06,doces,Brownie,288,"R$ 14,03",6.02
lj05,2026-06,doces,Cookie de castanha,230,"R$ 11,10",4.82
LJ05,2026-06,Doces,Bolo de cenoura (fatia),157,"R$ 13,23",5.57
LJ05,2026-06,Doces,Torta de limão (fatia),136,"R$ 16,61",7.37
LJ05,2026-06,graos e varejo,Café em grãos 250g,33,"R$ 42,89",27.69
LJ05,2026-06,Varejo,Café em grãos 500g,19,"R$ 72,30",47.90
lj05,2026-06,Grãos e varejo,Cápsulas 10 un.,23,"R$ 38,13",25.97
lj05,2026-06,Grãos e varejo,Caneca Turmalina,10,"R$ 57,28",36.36
LJ06,2026-01,CAFÉ,Espresso,1138,"R$ 8,54",1.65
LJ06,2026-01,Café,Coado 300ml,1023,"R$ 11,08",2.35
LJ06,2026-01,CAFÉ,Cappuccino,1004,"R$ 15,92",3.61
LJ06,2026-01,Café,Latte,863,"R$ 16,44",3.91
LJ06,2026-01,CAFÉ,Mocha,463,"R$ 18,75",4.94
LJ06,2026-01,Geladas,Cold brew 400ml,495,"R$ 16,61",4.97
LJ06,2026-01,Bebidas geladas,Frappé Turmalina,384,"R$ 21,14",7.53
LJ06,2026-01,Geladas,Chá gelado da casa,309,"R$ 13,23",4.00
LJ06,2026-01,Bebidas geladas,Limonada suíça,247,"R$ 13,68",4.75
LJ06,2026-01,salgados,Pão de queijo (2 un.),964,"R$ 11,65",6.30
LJ06,2026-01,SALGADOS,Croissant de queijo,484,"R$ 17,57",9.82
LJ06,2026-01,salgados,Sanduíche de frango,328,"R$ 26,70",15.31
LJ06,2026-01,SALGADOS,Empada de palmito,311,"R$ 14,90",8.10
LJ06,2026-01,doces,Brownie,540,"R$ 14,03",5.97
LJ06,2026-01,Doces,Cookie de castanha,488,"R$ 10,87",4.56
LJ06,2026-01,Doces,Bolo de cenoura (fatia),330,"R$ 13,56",5.35
LJ06,2026-01,Doces,Torta de limão (fatia),254,"R$ 17,01",7.10
LJ06,2026-01,Varejo,Café em grãos 250g,180,"R$ 41,04",27.07
LJ06,2026-01,graos e varejo,Café em grãos 500g,124,"R$ 75,45",49.27
LJ06,2026-01,Varejo,Cápsulas 10 un.,135,"R$ 37,20",26.35
LJ06,2026-01,graos e varejo,Caneca Turmalina,65,"R$ 60,07",38.09
LJ06,2026-02,Café,Espresso,1046,"R$ 8,53",1.65
LJ06,2026-02,Café,Coado 300ml,760,"R$ 11,28",2.27
LJ06,2026-02,cafe,Cappuccino,958,"R$ 15,35",3.60
LJ06,2026-02,CAFÉ,Latte,721,"R$ 15,93",3.89
LJ06,2026-02,cafe,Mocha,470,"R$ 18,70",4.79
LJ06,2026-02,Bebidas geladas,Cold brew 400ml,462,"R$ 16,67",5.31
LJ06,2026-02,Bebidas geladas,Frappé Turmalina,342,"R$ 21,62",7.94
LJ06,2026-02,bebidas geladas,Chá gelado da casa,242,"R$ 13,21",4.19
LJ06,2026-02,Geladas,Limonada suíça,208,"R$ 14,30",4.68
LJ06,2026-02,salgados,Pão de queijo (2 un.),816,"R$ 12,08",6.06
LJ06,2026-02,salgados,Croissant de queijo,443,"R$ 17,74",9.31
LJ06,2026-02,Salgados,Sanduíche de frango,323,"R$ 26,89",14.98
LJ06,2026-02,Salgados,Empada de palmito,268,"R$ 15,23",8.38
LJ06,2026-02,Doces,Brownie,470,"R$ 14,02",6.18
LJ06,2026-02,Doces,Cookie de castanha,432,"R$ 11,25",4.82
LJ06,2026-02,Doces,Bolo de cenoura (fatia),274,"R$ 13,52",5.82
LJ06,2026-02,Doces,Torta de limão (fatia),229,"R$ 17,01",7.22
LJ06,2026-02,Varejo,Café em grãos 250g,156,"R$ 43,24",28.81
LJ06,2026-02,graos e varejo,Café em grãos 500g,109,"R$ 75,94",48.78
LJ06,2026-02,graos e varejo,Cápsulas 10 un.,129,"R$ 38,55",28.10
LJ06,2026-02,Varejo,Caneca Turmalina,61,"R$ 60,37",
LJ06,2026-03,Cafés,Espresso,1237,"R$ 8,73",1.69
LJ06,2026-03,Café,Coado 300ml,1046,"R$ 11,18",2.31
LJ06,2026-03,Cafés,Cappuccino,1068,"R$ 15,85",3.65
LJ06,2026-03,CAFÉ,Latte,866,"R$ 15,83",3.74
LJ06,2026-03,Cafés,Mocha,511,"R$ 18,92",4.94
LJ06,2026-03,Geladas,Cold brew 400ml,613,"R$ 17,19",5.10
LJ06,2026-03,Bebidas geladas,Frappé Turmalina,470,"R$ 20,65",7.96
LJ06,2026-03,bebidas geladas,Chá gelado da casa,324,"R$ 13,08",4.37
LJ06,2026-03,Bebidas geladas,Limonada suíça,250,"R$ 14,36",4.73
LJ06,2026-03,SALGADOS,Pão de queijo (2 un.),1136,"R$ 12,18",6.06
LJ06,2026-03,Salgados,Croissant de queijo,561,"R$ 18,53",9.84
LJ06,2026-03,Salgados,Sanduíche de frango,371,"R$ 27,04",14.95
LJ06,2026-03,SALGADOS,Empada de palmito,368,"R$ 14,68",8.22
LJ06,2026-03,Doces,Brownie,570,"R$ 14,38",6.18
LJ06,2026-03,Doces,Cookie de castanha,527,"R$ 10,91",4.79
LJ06,2026-03,Doces,Bolo de cenoura (fatia),356,"R$ 13,57",5.64
LJ06,2026-03,Doces,Torta de limão (fatia),286,"R$ 16,74",7.33
LJ06,2026-03,Grãos e varejo,Café em grãos 250g,198,"R$ 40,97",
LJ06,2026-03,graos e varejo,Café em grãos 500g,144,"R$ 74,13",51.08
LJ06,2026-03,graos e varejo,Cápsulas 10 un.,155,"R$ 38,85",
LJ06,2026-03,graos e varejo,Caneca Turmalina,69,"R$ 60,10",38.92
LJ06,2026-04,Cafés,Espresso,1186,"R$ 8,60",1.69
LJ06,2026-04,CAFÉ,Coado 300ml,1045,"R$ 11,22",2.31
LJ06,2026-04,Cafés,Cappuccino,1106,"R$ 15,18",3.49
LJ06,2026-04,CAFÉ,Latte,1021,"R$ 15,81",3.93
LJ06,2026-04,Cafés,Mocha,554,"R$ 18,24",4.67
LJ06,2026-04,Bebidas geladas,Cold brew 400ml,592,"R$ 16,76",4.89
LJ06,2026-04,Geladas,Frappé Turmalina,425,"R$ 21,58",7.70
LJ06,2026-04,Bebidas geladas,Chá gelado da casa,303,"R$ 12,95",4.27
LJ06,2026-04,bebidas geladas,Limonada suíça,278,"R$ 13,76",4.48
LJ06,2026-04,Salgados,Pão de queijo (2 un.),1047,"R$ 11,96",6.40
LJ06,2026-04,salgados,Croissant de queijo,489,"R$ 17,80",10.03
LJ06,2026-04,SALGADOS,Sanduíche de frango,375,"R$ 26,38",14.70
